,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
95,"Rất thoải mái, đúng giờ, 50k. Và nó mất khoảng 40 phút để đến sân bay.",0,0,0,0,5,0
96,Người lái xe đã ở đó đợi tôi khi tôi đến và nhanh chóng đưa tôi về khách sạn.,0,0,0,0,5,0
97,Thực phẩm giá bình ổn với các siu thị khác Mặt hàng ở quy nhơn chưa được đa dạng lắm số với các tỉnh khác Mông big c quy nhơn có gắng phát triển Vì ở quy nhơn chỉ muốn vô mỗi big c thôi à,0,0,0,0,0,2
98,"Phòng đẹp, tiện nghi, sát biển. Có bể bơi và khu tập gym. Ở trung tâm tp nên tiện đi lại.",0,5,0,0,0,0
99,"Bún ăn rất dỡ, nước thị nguội ngắt, thịt thì mỡ không đã vậy còn chưa cạo sạch lông trên về mặt da heo nữa chơ  bàn ăn thì không có một đôi đũa phải chạy đi kiếm nói chung là trải nghiệm ăn uống tại siêu thị rất tệ 😥
",0,0,0,1,0,0
100,"Chất lượng tour cù lao xanh bên check in quy nhơn vô cùng tuyệt vời. Mình rất thích các bạn nhân viên ở đây, thân thiện dễ mến. Được đi cù lao xanh có cảm nhận rất tốt vể điểm du lịch này, xanh sạch đẹp, vẻ đẹp tự nhiên, hải sản tươi ngon.",5,0,0,0,0,0
101,"Heekcaa là 1 thương hiệu trà sữa nổi tiếng. Mình nghĩ địa điểm khá thuận lợi, lại gần trường cấp 3. Mình thấy thức uống cũng tạm ổn , nhưng giá thì hơi cao . Không thể phủ nhận 1 điều là quán có không gian rộng rãi, thoáng mát, thoải mái và dễ thương có sự đầu tư và trang trí. Trà sữa uống vào cũng đậm vị trà , nhưng nếu bạn nào thích ngọt thì không phù hợp lắm , bởi mình thấy vị hơi nhạt. Được cái mấy bạn nhân viên dễ thương và thân thiện. Phục vụ rất nhiệt tình .",0,0,4,3,0,0
102,"Đây là nơi tốt nhất cho pizza ở Quy Nhơn. Bên cạnh đó, món ăn Việt Nam cũng rất ngon, đặc biệt là bánh kếp và hải sản tươi sống. Thậm chí nó nói khu nghỉ mát 4 sao nhưng giá cả cũng giống như một nhà hàng địa phương tốt trong thành phố",0,0,0,5,0,0
103,"Mới đi chi nhánh Hàm Nghi thôi thì thấy ở đây setup các thứ theo phong cách cổ xưa, bàn ghế, nền nhà cũng như các item đều mang hơi hướng hoài niệm :)). Chỗ để xe hơi chật nhưng trên phố nên cũng không thể rộng hơn được 😅.",0,0,4,0,0,0
104,"Nói chung là rất nhàm chán cới kiểu làm du lịch ở đây. Tôi không thấy được cái gì gọi là nơi Ba Anh Em tập hợp quân luyện võ để có những bước chân thần tốc. Quá nhiều công trình nhưng chẳng viết xây dựng để làm gì.
",1,0,0,0,0,0
105,"Nhân viên đùa nhau hất nước vào đầu, tay khách. Nhân viên không xin lỗi khách hàng . Không mang khăn hay bất cứ gì để lau cho khách hàng.",0,0,1,0,0,0
106,Phòng đẹp giá cao 1tr2 cho dịch covid,0,4,0,0,0,0
107,"Thực đơn không đầy đủ, nhiều món giá trên thực đơn còn không được ghi nữa.",0,0,2,0,0,0
108,"Ăn 5,6 món mà quên ko chụp hết, quán chế biến ngon, ốc tôm rất tươi, nước chấm ngon lạ, có khai vị xoài chua, trà đá free, giá khá ổn áp",0,0,0,5,0,0
109,"A chủ nhiệt tình thật sự, mình đến bến xe lúc 5h sáng mà ảnh vẫn dậy và giao xe ra với khuôn mặt rất vui vẻ và nói chuyện lịch sự cực kỳ luôn. Xe mới leng keng, đời 2018. Xe sạch sẽ, chạy rất tốt, cảm giác đi xe của bên này rất yên tâm vì xe quá mới. Chúc anh ngày càng phát triển thương hiệu của mình cho ngành cho thuê xe máy tại quy nhơn nhé",0,0,0,0,5,0
110,"Eo gió, đúng như cái tên. Trốn xa phố thị tấp nập ồn ào hối hả và nóng hừng hực. Lên đây cảm nhận gió biển. Gió gọi là lồng lộng thổi bay hết buồn phiền mệt nhọc và ngắm cảnh biển rất là đẹp nhé",5,0,0,0,0,0
111,"Cả nhà mình đi siêu thị Big C QN sắm đồ, lựa đồ 3 tiếng đồng hồ đc 1 xe đầy, nhận thấy sắp đến giờ đóng cửa nên ba mình để xe đồ bên chỗ đầu dãy gần ngay chỗ thanh toán để đẩy ra tính tiền cho dễ, nhưng mẹ , em và mình đang bên quầy quần áo cách đó 5 mét nên ba mình để xe đó chạy lại kêu cả nhà đi về. Hý hửng đi ra kiếm cái xe méo còn ở đó nữa. Hỏi nhân viên ngay đó chúng nó.cứ đứng cười rồi kêu ko biết , hỏi bảo vệ thì nó kêu chắc sắp đóng cửa nên nó đẩy xe ra xả hàng luôn . Trong khi còn ng ta đang mua sắm mà ko hề nhắc nhở, hỏi xe đồ của ai hay bắt loa báo sắp hết giờ hoạt động, điều mà siêu thị cùi bắp nhất cũng có thể làm để nhắc khách hàng về cho đúng giờ kinh doanh của siêu thị. Mà quan trọng nhất là ko hề có ai đứng ra tìm giúp cái xe.mới vừa đc đẩy đi đâu đó giúp khách, toàn đứng đực ra lõ.mắt ngó cảm giác khách hàng như thứ gì vậy á. Không xin lỗi khách, không hỗ trợ khách, trả lời kiểu ko có trách nhiệm gì hết . Lỡ khách có thói quen để đồ cá nhân trên đó rồi quay lưng lại lấy đồ quay qua mấy cái xe rồi mấy ng đền ko mà đầy xe đi ko thèm hỏi dù thấy ng ta đứng thù lù cả gia đình cách mấy mét ? Giờ sắp đóng cửa chứ chưa.phải quá giờ đâu mà vậy ?",0,0,0,0,0,1
112,"Mình đi đoàn 32 khách. Đồ ăn lên đầy đặn, nhân viên ngoan, lịch sự. Nhà hàng full nhưng món ăn lên rất nhanh.",0,0,5,0,0,0
113,"Chợ đầm đông, bán rất nhiều đồ ăn, bao gồm hải sản, thịt, cơm, phở, bún, gia vị, quần áo. Chợ rất đông. Chỗ để xe rộng rãi, 2000 vnd 1 lần gửi xe.",0,0,0,0,0,4
114,"Công viên có Hồ phun nước, có nhiều cây có bóng mát, có máy tập thể dục và trẻ em có thể chạy nhảy vui chơi thoải mái! Tuy nhiên diện tích hơi nhỏ!",4,0,0,0,0,0
115,"Quán này thấy nhiều ng recommend lắm nè, tới nơi đông ơi là đông, nv cũng rất nhiệt tình dễ thương. Mình chỉ order 3 món thôi, vì còn muốn để bụng ăn món khác nửa, ốc hương xào me, con khá to, ăn đã lắm, ốc tươi, xào me ăn vừa miệng lắm. Sò điệp nướng mỡ hành cũng ngon, ăn chung w muối tiêu xanh, nhug muối này hơi ngọt xí. Mực nướng muối ớt mình gọi 300gr, mực tươi nướng thấm, ăn rất giòn, ko dai. Sẽ ghé lại ăn nếu có dịp ghé QN lần nữa.",0,0,0,5,0,0
116,"Vào đây thì đủ loại khô từ giá bình dân đến cao cấp, mình không nói giá cao hay thấp vì mình nghĩ chắn chắc sẽ cao hơn 1 số chỗ mà bạn mua rẻ nhưng vấn đề chất lượng luôn làm du khách khi đi du lịch lo lắng nhất vì mang quà về cho bạn bè người thân mà mua hàng ko chất lượng thì thôi rồi, mình đi dạo 1 vòng trong đây cũng có nhiều món khác bắt mắt giá cả tạm chất nhận được nếu bạn không được mua khô để làm quà. Nói chung ở đây khá món độc nhưng rượu mối to đùng lần đầu mình thấy con mối chúa là như thế nào.",0,0,0,0,0,3
117,"Vị trí rất thuận lợi. Chỉ cần băng qua đường là đến sông Hàn và cầu Hàn. Ngoài ra, vị trí khách sạn rất thuận lợi để xem pháo hoa trong dịp lễ hội pháo hoa. Ngoài ra nhân viên ở ks rất thân thiện, luôn sẵn sàng hỗ trợ và giúp đỡ khách. Bữa sáng buffe cũng rất nhiều món và ngon.",0,5,0,0,0,0
118,"Ok hôm nay là lần thứ ba tôi đến nơi này, vì đồ ăn rất ngon. Dịch vụ này cũng tốt Tôi đã đặt hàng một masala cá với một pho mát nan một tandoori roti và cola. Tổng hóa đơn là 204.000 vnd - Một cách thích hợp tôi đã lấy ra 500.000 ghi chú và 5.000 vnd ghi chú. Tôi bỏ tiền vào ví và đưa cho máy chủ. Khi anh ấy trở lại với sự thay đổi, anh ấy đã cho tôi 103.000 vnd. Tôi đã nhận được 301.000 vnd thay đổi! Dù sao tôi đã khuyên anh ấy rằng anh ấy đã nhanh chóng đến gặp ông chủ đã đưa cho anh ấy thêm 200.000 vnd và vấn đề đã được giải quyết! Tuy nhiên, bằng cách nhìn vào khuôn mặt của người phục vụ, anh ta trông giống như anh ta đã làm như tôi chỉ ra sự khác biệt. Tôi sẽ khuyên tất cả khách du lịch nên chú ý khi trao cho những người này tiền mặt có thể đi đến và đảm bảo bạn sẽ có được sự thay đổi chính xác! Rốt cuộc, đây là châu Á và thật buồn nếu những muppets từ Ấn Độ này tính phí tới 10 đô la mỗi bữa và sau đó xé toạc mọi người, vâng, tại Việt Nam! Không có gì ngạc nhiên khi người Ấn Độ gặp khó khăn trong việc kiếm việc làm ở đất nước này!",0,0,2,4,0,0
119,"Mình ở SG về đang loay hoay tìm quán cf sạch, hợp khẩu vị. Thử Phạm's House và đã là khách quen của quán từ đấy đến giờ. Với tín đồ cf thì 1 ly epresso sẽ là 1 sự lựa chọn hoàn hảo; lớp crema béo ngậy, cf thơm phức, vị cf hoàn hảo từ tỉ lệ cf chè và cf vối. Highly recommended!",0,0,0,5,0,0
120,"Kem Bảo Vân bữa nay xịn lắm. gọi hẳn là thế giới kem luôn mà nào là lẩu kem, mỳ trái cây lạnh, kem cuộn, kem ly, kem dĩa, bingsu... nay có cả món chè chuối nướng thần thánh. Ở quy nhơn mà đi mòn mắt cũng chỉ được 1-2 gánh bán chè chuối nướng thôi. Đây thì tiệm mở luôn, ngon lành sạch sẽ và tất nhiên là đắt hơn chè chuối nướng bthuong rồi. Mấy cái bingsu các thứ thì 25k, mì kem lạnh 20k, chè chuối nướng 12k và bữa nay có thêm bánh canh tôm nữa, tôm kiểu chả ý khá ngon tô 15k nghen",0,0,0,5,0,0
121,"Ghẹ tươi, chắc thịt, ngọt, mà ở đây chỉ có ghẹ là ngon hà",0,0,0,4,0,0
122,"Cuối tuần vừa rồi mình đi ăn ở đây. Tuy quán vào cuối tuần đông nhưng nhân viên phục vụ rất nhanh nhẹn và nhiệt tình chu đáo trong việc phục vụ khách. Thịt được ướp rất thấm, mềm ăn rất vừa miệng. Mình cũng thích đồ ăn kèm bên đây, nhìu và được gọi thoải mái. 😁😁😁",0,0,5,5,0,0
123,"Tôi đến đây 2 năm trước, và gần đây vừa trở lại cho một chuyến thăm ngắn. Thức ăn hơi khác so với những gì tôi nhớ nhưng nói chung là rất tốt. 
Không khí ấm cúng và đội ngũ nhân viên tuyệt vời như mọi khi. Rất khuyến khích khi bạn đi du lịch một mình, bạn không thể tìm thấy những người bạn mới ở bất cứ đâu nhanh hơn thế này.",0,0,0,5,0,0
124,"Nhà hàng sạch đẹp, rộng rãi, phục vụ tốt, đặc biệt có các đĩa than, băng nhạc cổ nghe rất hay!",0,0,5,0,0,0
125,"7 điểm cực kỳ hài lòng mà mình vừa sử dụng dịch vụ thuê xe máy giá rẻ 1.Thời gian cho thuê xe máy được tính 24 tiếng/ ngày bắt đầu từ lúc mình nhận xe. 2. Miễn phí xăng xe gồm 1 lít, 02 áo mưa, 02 mũ bảo hiểm 3. Khoảng thời gian giao nhận hay trả xe tầm 10-15 phút 4. Dịch vụ hỗ trợ quý khách 24/24 giờ 5. Tư vấn địa chỉ ăn uống vui chơi miễn phí 6. Xe hư hỏng ở bất kì đâu hoặc bị sự cố chỉ cần liên hệ sẽ được hổ trợ ngay 7. Giao nhận xe tại địa điểm nhà ga hoặc bến xe hoặc tại địa điểm, nơi lưu trú khách sạn bạn đang ở",0,0,0,0,5,0
126,"Không gian ok. 150k 1 người (Có lều). vụ thu 20k một người khi mang đồ vào. mọi thứ đều mắc mỏ. 1 lò than 100k - 300k. đá 100k. nhà vệ sinh siêu dơ. an ninh tạm ổn, Thuê loa hát hò 400k 1 đêm. đi 1 lần tởn luôn. Hải sản thì mình mua tại dinh cô nên rất tươi ngon. tính ra 11 người 16tr. Tính tất cả chi phí từ tp về chổ này chơi luôn",2,0,0,0,0,0
127,"Mỗi lần ghé Quy nhơn là mình hay ghé quán này ăn xế- Bánh giòn ngon ăn kèm rau sống , xoài băm - Nước mắm pha rất ngon có ớt mà không hề cay",0,0,0,5,0,0
128,Quán có không gian rộng. Đẹp . Nhưng nhân viên còn chưa mấy hài lòng. Gọi đồ ăn làm hơi lâu. Rồi đem ra còn nhầm. Ly để uống trà sữa còn chùi rửa chưa sạch. Nhìn không mún ún. :3. Nói không phải chê. Mình góp ý để qans càng ngày càng tốt hơn.,0,0,2,0,0,0
129,Món cua của họ rất ngon.,0,0,0,5,0,0
130,"Ấn tượng nhất khi tới nhà hàng này là nhiều món ăn lạ + có các loại rượu vang ngon dùng với thức ăn . Không gian này dắt gia đình theo là cực kỳ ấm cúng luôn nhé , nhân viên giữ xe nhiệt tình vui vẻ . Cảm ơn nhà hàng nhiều sẽ ủng hộ nhiều dịp khác",0,0,5,5,0,0
131,"Phải nói BaNa Hills là thiên đường, mọi thứ đều khiến cho chúng ta ngây ngất. Rộng thì thôi, đi mà mỏi cả chân, cảnh đẹp thì bao la. Bạn nào muốn check in sống ảo các thứ thì đây là thiên đường vì chỗ nào cũng là cảnh đẹp. Và lời khuyên là đến 1 lần để tận hưởng và trải nghiệm nơi đây.",5,0,0,0,0,0
132,"Quán rộng rãi , sạch sẽ , mát mẻ . vị trí dễ tìm . Nhân viên phục vụ tốc độ nhanh . Bánh canh cua giá 17k 1 tô . Sợi bánh canh khác với những chỗ khác , ngon dai và ăn cảm thấy vừa miệng . Nước dùng thơm , ngọt , thanh . Chả cá ngon , có thêm vài miếng càng cua ăn kèm với hành tây muối ! Ăn một tô là no cả tối . Luôn ủng hộ quán ❤️",0,0,5,5,0,0
133,Quán rất đẹp và sang chảnh nằm ngay gần vincom bà triệu.,0,0,5,0,0,0
134,"Thực phẩm là cửa hàng lưu niệm chính như bánh kẹo, cà phê, hoa quả khô. Không có túi vải và các sản phẩm thêu, nhưng khi bạn không muốn dành thời gian mua quà lưu niệm một cửa hàng tiện lợi của một phạm vi nhất định của sản phẩm.",0,0,0,0,0,4
135,"Xe của hãng taxi này rất nhiều ở Sài Gòn, Tài xế rất nice những một số cũng không được nice lắm. nhưng vì số lượng xe nhiều nên rất là tiện.",0,0,0,0,2,0
136,"Bãi tắm rất tuyệt, nước rất trong xanh, rất ít rác thải, không xô bồ như các nơi khác (vd các bãi tắm đảo Bình Hưng). Lưu ý biển dốc, trẻ em nên mặc áo phao.",4,0,0,0,0,0
137,"Lần mò được bài review nên tối qua mình và ny xách mông đi luôn. Vượt qua 1 tiếng ở tận mira hotel thì cũng lấy được chân kinh 😍 Mình vào chủ đề luôn. Bọn mình gọi 1 ốc móng tay xào dừa, 6 hàu nướng mỡ hành, 1 ốc mít luộc, 1 càng cúm núm ( ăn lạ nha như thịt cua) . 2 nước khớm. tráng miệng, + phần caramen tổng cộng 200k Cảm nhận: - Ốc móng tay 25k .béo lắm, ốc sạch không bị sạn. Mình ăn ở 1 vài nơi sạn nên sợ khoản này. Nước dừa xào vừa phải k bị ngọt quá, hơi cay cay. Mình nhờ quán gọi thêm 2 bánh mì chấm hợp tuyệt ))) - Hàu nướng mỡ hành: per one 👍👍👍Hàu béo mềm, chín nóng hổi, hành lạc nhiều béo ngậy. Ăn vừa vặn béo ngậy. - Càng cúm núm ( tên lạ như món ăn ạ ngon thịt như vị cua càng to bằng 3 ngón cái . Chấm điểm: 7/10 Có quay lại ko: nhất định có Chỗ ngồi: ngồi hơn nghi hiểm tí ạ tại ngồi vỉa hè ngoài đường mát mẻ Mình ăn ở đây lần đầu mong các bạn chỉ thêm món nào ăn ngon để lần tới thử. Thanks",0,0,0,4,0,0
